Age,Referrals,Tenure_Months,Add-on Service,Monthly Charge,Churn Score
58,2,17,9,102.55,75
45,0,1,2,24,60
50,4,19,2,25.6,44
23,6,26,7,73.5,67
46,10,50,8,98.25,62
58,8,68,7,54.4,69
32,10,9,8,103.1,61
23,7,51,5,34.2,38
48,0,9,3,43.75,70
26,0,22,8,100.65,34
41,5,71,10,116.05,62
51,2,26,9,82,43
29,2,71,8,65.15,69
28,0,4,4,44.8,39
61,0,12,5,79.8,43
23,8,18,7,88.85,59
42,0,3,4,74.95,70
44,0,13,1,19.3,66
56,1,42,5,56.1,69
27,0,17,1,19.7,28
27,1,68,11,118.6,38
54,1,56,2,24.15,21
52,1,38,1,20.3,51
53,1,72,11,115.5,65
44,0,48,2,25.05,33
30,1,35,1,19.65,26
60,1,67,10,111.3,59
42,0,1,3,29.9,61
56,0,53,4,80.6,73
44,1,34,1,20.8,64
49,0,19,6,89.95,35
45,0,11,1,19.55,50
41,1,60,11,115.25,36
38,1,72,2,24.8,71
26,0,39,1,19.9,69
43,1,59,5,81.25,58
48,6,2,3,69.95,46
53,0,71,6,86.4,30
21,6,24,7,66.3,45
41,4,37,8,72.1,50
60,0,11,3,34.7,73
56,9,18,7,95.95,20
22,10,50,3,44.8,44
53,7,67,10,109.4,49
25,10,25,8,71.05,63
37,0,9,1,19.7,66
52,0,10,4,40.25,38
34,0,70,1,19.85,79
45,0,9,8,68.25,40
53,0,4,1,20.15,74
42,0,2,4,50.95,37
37,0,19,2,25.15,54
22,0,7,1,20.25,42
59,10,9,1,20.25,48
42,0,5,5,55.8,23
49,4,56,6,88.9,72
25,0,18,5,57.65,79
40,1,70,9,79.15,49
19,0,72,10,108.05,28
43,3,29,4,45.9,37
35,4,63,8,102.6,29
46,0,59,6,61.35,27
21,0,3,5,57.55,47
57,0,8,3,29.25,29
37,0,68,1,19.6,68
40,3,68,10,111.75,77
29,4,72,10,107.7,55
42,1,32,1,19.3,66
44,1,72,1,20.05,76
46,10,1,3,69.95,62
29,10,42,7,63.7,55
45,0,45,4,50.9,71
46,8,43,7,60.4,61
43,6,37,9,79.25,74
46,8,63,10,110.1,26
47,0,3,6,90.7,69
59,5,66,2,25.3,46
36,0,71,2,24.35,60
43,4,72,2,25.1,67
43,5,66,8,96.6,69
22,0,51,9,81.15,56
22,0,8,5,38.5,22
47,0,14,6,92.9,38
44,0,70,10,84.7,45
54,0,70,6,66,72
40,0,24,1,20.75,43
27,1,69,6,61.45,51
30,7,42,5,54.5,57
62,2,45,10,109.75,38
55,6,72,9,80.85,51
43,0,38,1,20.3,59
46,1,72,8,67.8,74
54,10,72,1,19.8,29
54,1,55,2,25.7,79
42,4,51,7,56.15,48
24,0,63,10,86.7,74
29,0,1,1,20.4,21
24,9,23,1,19.65,78
38,0,2,5,54.35,71
40,0,36,5,54.45,56
39,0,1,3,45.35,23
35,0,28,6,59,67
39,1,7,7,69.45,54
60,0,10,1,18.85,62
55,0,42,1,19.8,39
42,0,7,2,25.05,63
43,1,72,11,114.3,70
36,0,63,10,109.2,33
39,0,56,6,45.05,37
22,0,5,3,51,52
33,1,72,10,110.45,55
43,1,67,6,60.05,21
45,1,8,3,44.65,63
49,1,52,8,93.25,56
29,10,18,1,20.25,40
40,0,59,2,25.45,30
60,0,60,1,20.6,35
55,0,7,7,94.1,22
59,0,59,4,34.8,23
33,0,46,8,60.75,36
39,0,5,4,51.35,28
53,7,70,9,84.8,32
64,0,44,4,50.15,42
45,7,64,7,94.6,26
25,8,58,8,59.75,21
26,7,72,8,97.7,75
51,0,54,6,46.2,26
42,5,72,2,24.9,67
29,1,54,7,63.35,72
19,0,14,4,50.1,25
63,0,1,3,50.15,30
22,0,56,7,64.65,70
38,7,68,9,79.6,39
58,2,14,1,19.5,72
38,9,68,8,99.55,20
34,0,16,4,38.9,39
37,0,53,6,46.3,63
58,10,70,8,99.35,53
23,4,10,5,78.15,26
62,8,29,2,26.1,70
23,0,30,5,40.35,25
21,9,72,8,79.2,79
27,0,10,1,20.9,29
39,0,1,4,49.9,54
44,0,20,8,68.9,29
42,0,1,1,20.25,69
24,0,29,4,76,46
34,0,1,4,74,34
61,0,3,4,82.3,56
48,0,20,6,89.4,68
31,0,64,8,99.15,52
22,0,6,3,29.45,42
55,5,50,1,19.8,61
60,0,6,6,59.15,72
42,7,7,3,44.75,67
22,1,72,6,90.8,30
24,6,8,4,49.55,25
35,3,67,9,106.7,43
22,5,72,8,94.45,43
25,6,33,1,19.45,66
41,7,70,8,67.95,27
22,0,22,6,65.25,52
54,0,59,8,99.45,51
37,0,36,1,20.35,33
60,10,51,1,19.95,69
52,1,53,8,77.4,73
50,7,20,1,19.7,30
46,3,63,8,99.7,39
50,0,40,4,74.8,52
53,0,35,1,19.15,60
54,3,26,5,78.95,40
20,0,53,6,62.85,24
48,10,43,6,86.1,42
48,5,6,1,19.55,25
48,0,56,2,24.8,79
63,10,34,5,84.05,67
33,0,10,4,36.25,24
62,0,56,8,98.6,58
54,4,55,9,103.65,46
23,7,36,11,92.9,77
26,0,47,1,19.9,70
43,3,12,1,20.1,21
28,0,67,6,60.5,48
60,0,21,9,103.85,77
36,0,13,8,67.8,30
46,0,29,1,19.35,49
45,2,65,9,76.15,46
44,0,27,1,20.3,71
31,0,1,1,19.75,33
44,0,11,2,45.2,39
64,8,39,2,25.2,65
24,0,26,8,75,79
44,5,72,9,65.7,52
50,6,65,7,67.05,52
31,5,72,9,110.9,27
37,0,6,7,87.95,47
40,5,50,8,75.7,75
22,1,61,8,62.15,59
29,4,72,11,115.15,26
42,0,1,1,19.5,33
33,0,12,5,86.55,71
42,7,61,1,20.4,77
39,1,18,1,19.8,74
60,0,21,3,45.65,39
47,10,68,8,56.4,59
30,10,62,8,101.35,77
44,0,1,3,33.6,27
27,0,1,1,20.7,68
44,0,62,9,104.05,33
26,8,36,1,20.25,57
59,10,69,8,73.7,78
49,10,63,10,108.75,20
63,0,23,1,20.15,63
24,0,10,1,19.75,62
42,2,71,2,25.95,23
24,4,70,2,24.05,32
32,0,22,6,84.75,79
42,1,52,2,23.05,34
45,0,65,8,59.95,74
58,6,72,1,19.55,68
23,3,10,1,19.6,57
56,0,7,1,20.05,62
63,8,24,9,78.6,30
25,2,72,11,116.8,52
29,0,21,5,43.55,63
23,7,69,8,60.8,63
58,4,44,4,54.9,21
21,10,72,10,108.2,57
55,0,72,11,92,68
26,0,7,2,25.05,54
64,0,48,4,75.15,75
43,5,55,1,19.5,64
50,0,1,1,19.3,47
57,0,45,10,112.2,74
35,0,3,3,70.3,67
46,2,71,1,19.6,20
29,9,8,1,20.25,24
48,5,69,9,80.65,41
51,0,71,10,80.6,47
52,7,33,8,59.55,68
62,0,16,1,19.05,60
58,0,1,1,19.95,48
45,1,57,1,19.4,53
61,1,56,3,36.1,38
59,0,1,1,19.75,32
63,0,40,6,64.1,79
62,0,46,1,19.75,56
47,0,63,1,19.7,63
51,1,68,10,110.2,37
38,1,69,9,106.35,58
63,1,56,6,90.55,63
32,1,10,7,65.9,78
26,0,63,9,104.5,43
34,1,24,8,52.5,47
54,0,19,5,56.1,27
53,1,22,6,88.75,48
44,1,70,2,26,76
20,1,49,7,99.4,59
54,1,42,8,73.15,58
57,0,57,5,54.65,58
23,1,72,11,115.55,38
53,4,72,11,91.15,33
50,5,35,6,89.7,44
20,8,72,10,92.4,59
64,9,28,1,19.9,41
47,0,45,1,18.85,78
23,0,1,2,25.75,67
40,0,6,1,20.95,77
29,4,48,8,97.05,66
61,8,25,2,25.4,26
28,3,64,1,19.7,79
51,0,50,4,35,45
20,1,52,8,101.25,25
21,9,45,8,73.85,76
49,3,9,7,88.05,30
45,0,54,1,20.1,57
49,7,64,10,110.3,45
61,0,12,5,85.15,52
60,0,45,8,73.55,56
45,0,10,3,46,38
58,0,24,2,24.6,62
62,7,66,1,19.75,58
51,0,51,5,86.35,74
35,6,45,2,25.5,47
54,3,49,1,19,39
44,6,29,1,19.55,77
59,6,40,10,110.1,39
42,0,25,2,69.75,26
34,0,22,6,50.6,62
36,0,72,9,65.6,75
44,1,33,9,82.1,32
22,0,23,5,79.1,75
42,0,69,11,90.65,55
37,0,3,1,20.55,69
61,0,56,7,75.75,56
61,0,65,10,110,78
55,5,71,1,20.85,67
57,0,2,3,70.15,75
28,0,40,7,67.45,55
49,0,1,1,20.75,76
25,0,7,3,69.9,80
60,1,15,4,51.1,33
43,0,71,2,25.55,27
22,6,54,6,60,52
47,4,31,7,90.55,48
46,0,11,4,76.4,41
34,2,38,8,69,23
57,0,5,4,48.65,68
52,0,68,8,80.65,70
23,8,69,1,20.55,32
56,4,42,7,66.4,38
36,0,50,8,100.2,53
23,6,33,3,44.55,28
43,0,7,1,20.35,52
21,0,64,7,91.8,37
47,0,59,1,20.2,65
30,10,6,4,50.35,74
44,0,3,1,18.8,67
21,3,15,1,20.45,78
59,1,13,6,64.75,73
40,0,23,8,98.7,71
35,0,29,5,58.75,80
62,0,49,1,20.7,50
25,9,56,5,85.6,20
50,0,63,10,80.3,74
51,5,63,9,79.8,52
55,7,21,8,80.9,36
31,8,13,2,24.5,59
25,7,1,1,20.15,40
52,7,25,1,20.05,60
64,6,71,1,19.6,56
27,0,66,11,114.3,52
27,0,45,8,100.3,64
20,1,22,3,80,80
57,5,67,1,20.85,71
30,5,68,6,89.95,64
23,4,10,1,20,27
34,9,63,10,80,56
31,0,21,1,20.35,40
21,0,1,1,20.25,48
58,0,17,1,19.4,44
45,0,30,8,100.4,37
21,9,22,7,57.95,41
33,0,9,5,59.5,53
57,10,1,1,19.2,46
40,0,19,6,59.55,39
33,10,72,8,103.95,56
49,9,70,7,68.95,60
33,0,66,10,103.1,46
20,3,7,3,24.7,52
29,9,32,7,62.45,74
21,0,24,7,89.55,41
43,0,37,8,78.9,64
61,0,8,1,20.35,42
26,8,72,8,71.45,30
56,3,16,7,94.65,36
44,2,57,7,49.9,68
40,0,66,2,25.45,48
38,0,21,1,20.75,39
43,9,66,7,66.1,73
29,5,17,8,75.4,64
54,5,8,1,21.05,78
19,0,27,8,69.35,60
28,10,34,7,88.85,70
44,0,30,7,97,23
19,0,33,6,66.4,69
52,8,14,8,69.2,24
30,0,16,5,79.5,64
49,0,49,8,100.65,52
44,3,70,9,79.7,41
49,3,32,6,61.4,51
35,0,18,3,69.8,68
26,0,37,5,40.55,24
36,0,4,4,75.65,31
19,2,16,8,90.7,73
31,7,17,5,80.5,76
52,0,19,6,60.6,33
27,0,60,8,101.15,35
46,7,51,2,24.95,37
30,8,28,1,20.3,73
64,0,43,6,60,73
49,10,42,1,20.25,61
35,0,1,3,44.75,30
49,0,63,8,98,75
25,2,68,10,107.7,53
23,0,60,8,104.7,75
31,0,70,10,86.45,54
26,0,4,1,19.4,54
38,2,68,2,24.95,72
50,1,22,4,75,48
55,6,18,5,78.2,79
50,0,29,6,94.2,60
35,0,31,6,50.05,35
45,3,48,8,69.55,75
34,0,50,7,90.1,25
22,0,7,3,44.65,65
25,8,68,5,80.35,33
33,0,57,6,53.35,42
60,0,3,1,19.55,46
59,1,19,4,48.95,35
50,0,3,4,54.2,68
64,0,59,2,24.45,26
37,1,42,4,40.15,68
58,1,67,2,25.6,38
63,0,1,2,70.35,32
19,1,66,11,91.7,39
60,0,61,7,89.2,23
55,1,4,2,24.1,21
53,10,64,5,53.85,36
58,0,1,1,19.75,33
19,7,54,2,24.05,41
45,0,18,2,25.3,78
46,0,3,6,84.3,43
41,1,72,11,89.75,60
37,8,11,1,20,72
37,3,61,9,103.9,28
23,0,39,1,20.7,45
36,0,37,1,20.15,65
60,8,72,2,26,20
34,0,8,7,66.05,59
27,2,22,1,19.9,43
61,0,38,8,68.15,66
25,0,17,8,80.85,24
62,0,28,5,80.6,70
60,0,15,5,83.2,36
59,1,72,11,87.55,43
20,10,57,10,109.4,65
50,3,46,5,45.55,27
45,2,30,1,20.7,78
22,0,32,8,93.4,66
34,0,13,4,73.75,78
35,0,44,6,88.15,59
22,4,67,1,19.65,26
37,4,71,8,105.15,32
32,0,1,4,49,45
27,1,17,6,49.8,24
52,0,1,1,20.95,62
27,8,41,1,19.5,72
45,0,1,3,44.15,64
22,8,62,8,105.5,56
37,0,17,7,92.7,41
37,8,72,2,26.25,36
39,4,56,7,96.95,66
32,0,9,1,20.45,41
58,0,72,11,115.8,80
40,0,20,10,108.2,67
32,3,19,1,20.2,60
62,0,53,7,54.9,80
56,0,6,1,20.15,76
22,9,9,6,90.35,27
62,1,8,5,55.75,38
45,5,71,11,114.6,71
23,10,71,9,66.8,42
43,1,68,7,100.3,39
51,0,34,9,105.35,74
51,0,26,6,85.2,52
42,0,7,1,18.95,26
51,0,20,3,69.8,33
48,5,60,9,106.15,32
51,5,72,1,20.55,41
64,0,4,2,25.25,43
40,2,16,1,19.75,68
58,0,10,6,60.95,28
60,0,31,5,81.15,25
26,2,71,1,19.1,72
29,0,58,1,20.8,80
31,7,70,11,90.15,49
30,2,71,11,90.1,80
33,1,72,11,118.75,49
56,1,26,6,85.9,67
41,1,33,7,95,76
51,1,10,1,20.15,74
52,0,10,1,21.2,34
31,1,39,2,24.2,67
40,0,11,1,20.3,72
36,1,68,10,85.3,43
43,0,18,6,89.6,36
47,0,18,4,56.25,47
59,2,52,4,50.95,73
42,8,56,11,115.85,75
51,0,45,9,103.65,21
45,0,67,2,26.1,42
33,3,3,4,35.1,35
52,2,63,7,67.25,36
50,1,11,2,25,65
20,0,1,6,59.55,47
48,0,55,8,77.8,59
34,2,25,5,55.1,40
55,7,72,2,24.15,68
33,0,65,5,45.25,37
31,9,7,1,20.25,45
45,7,72,7,64.75,30
57,4,21,4,54.6,43
28,0,2,1,20.7,46
50,8,72,11,115.8,41
63,0,6,4,49.45,60
58,0,52,5,83.8,40
22,0,60,11,116.6,74
24,4,12,5,54.2,31
50,0,13,1,19.3,23
20,0,22,6,65.05,30
59,4,72,2,24.05,36
23,0,2,1,18.75,23
42,1,40,1,20.15,29
23,2,44,1,20,72
19,0,1,2,24.4,61
32,0,3,6,65.25,43
28,0,13,5,50.55,29
19,0,1,4,70.7,28
33,8,4,3,45.25,57
51,0,2,3,70.3,37
28,0,72,10,108.95,21
42,1,37,2,26.45,72
34,0,23,1,19.65,58
31,4,42,1,19.05,80
45,0,32,8,74.75,66
59,3,22,4,75.8,37
26,5,42,3,25.1,57
56,0,8,3,44.45,65
23,5,65,8,104.3,76
30,3,70,11,89,46
43,0,22,1,20.15,78
58,5,67,4,36.15,39
42,0,25,1,19.2,23
49,0,20,1,19.25,68
28,0,2,6,61.2,31
36,0,51,1,20.45,65
27,9,46,5,35.05,33
20,0,13,4,44,24
32,4,26,4,50.35,48
41,0,19,1,20,31
21,6,72,10,86.4,27
60,0,24,6,94.1,69
29,6,46,10,108.9,45
52,0,2,1,19.9,40
56,7,31,7,66.4,79
57,10,16,8,100.7,72
26,0,52,2,25.6,76
35,1,13,1,19.85,31
34,0,35,1,20.75,67
36,0,59,7,95.8,45
39,9,72,7,94.65,20
35,10,49,10,106.65,57
43,0,2,3,45.85,65
47,0,1,6,61.15,28
55,0,6,5,78.95,35
35,0,49,10,109.2,44
59,7,56,6,61.3,72
61,7,6,4,40.55,30
55,0,32,1,19.8,38
34,3,50,10,108.25,71
33,2,58,9,105.05,75
43,3,65,11,90.45,25
21,0,64,11,86.4,33
49,5,66,6,66.9,61
59,9,38,10,110.7,60
21,2,20,1,20,71
49,0,60,7,70.15,62
50,6,50,10,80.05,26
57,2,72,7,49.2,33
28,9,60,1,20.5,63
40,0,46,5,38.25,73
60,4,69,7,54.95,23
49,2,19,1,19.9,29
28,1,71,1,19.9,53
62,9,12,6,84.6,31
54,0,44,9,85.25,57
51,10,56,9,81.25,62
26,4,72,11,115.5,44
28,0,11,5,79,33
31,0,72,1,20.8,57
34,9,56,6,59.5,71
20,10,34,8,100.45,42
22,0,35,1,20.6,70
24,0,22,1,20.3,55
34,0,9,5,39.55,67
56,0,23,1,20.45,43
47,5,68,2,25.25,70
55,1,33,5,91.25,57
48,0,31,8,72.45,77
42,0,56,1,19.7,56
59,0,66,8,75.1,23
22,3,72,2,25,41
49,5,58,6,91.55,49
51,0,37,2,35.8,68
25,0,71,11,113.15,35
55,5,1,1,19.85,20
63,7,35,1,19.9,30
62,5,6,1,19.7,51
47,5,69,6,59.1,71
21,2,53,6,91.15,44
58,0,5,3,68.95,57
21,0,2,4,51.55,72
62,0,62,2,24.4,66
58,9,19,7,96.8,66
42,0,9,3,70.05,63
29,0,53,1,19.5,57
32,0,5,4,78.75,66
44,0,1,1,19.55,58
64,0,72,9,103.65,63
36,2,4,5,54.7,37
35,0,59,5,54.15,64
51,3,3,1,20,44
23,4,49,8,99.25,43
42,0,2,1,19.35,52
59,6,55,7,94.75,63
56,4,72,11,114.05,72
46,6,10,1,19.8,49
40,5,72,9,80.85,56
55,0,28,5,54.65,73
36,3,38,6,91.7,36
25,0,61,11,118.6,76
34,6,52,2,24.55,28
45,0,67,1,19.45,57
26,0,34,11,116.15,46
46,0,54,8,80.6,53
60,7,1,1,20.3,54
26,0,46,8,99.8,46
27,7,55,8,75,65
21,0,1,1,19.9,54
29,1,58,10,84.3,69
20,10,56,6,54.05,27
43,5,72,9,104.9,35
35,0,22,6,83.05,59
35,0,39,5,41.1,42
47,0,12,3,45,35
48,8,54,8,74.55,59
28,0,18,4,40.2,48
47,7,32,8,70.5,61
40,0,41,1,19.75,39
60,6,67,2,24.65,62
48,4,65,9,104.25,70
19,0,25,9,78.35,63
50,6,67,10,109.7,24
37,0,24,7,94.6,42
29,2,69,1,20.2,78
28,0,37,1,20.3,43
33,4,20,5,39.4,29
54,0,7,3,69.15,20
50,0,41,5,51.35,59
36,0,54,8,100.05,69
59,0,53,8,94.45,64
25,2,18,5,46.4,35
61,1,64,9,104.05,36
41,0,20,2,24.9,20
37,7,57,5,59.6,28
58,0,13,5,40.55,27
60,8,57,1,20.75,68
50,8,71,10,113.15,75
56,1,7,4,48.8,51
56,0,16,5,63.05,73
21,8,34,8,100.85,76
58,0,16,5,80.55,24
39,0,48,7,64.4,45
54,9,58,8,75.2,46
36,7,72,10,84.9,65
51,0,7,1,19.3,57
52,0,30,7,74.65,59
33,0,31,5,59.05,59
32,4,50,1,20.55,78
31,10,28,4,76.55,71
52,0,66,9,62.5,57
25,2,41,7,94.9,53
29,0,7,1,19.9,46
26,6,38,1,20.45,43
25,0,44,9,106.05,60
58,7,47,11,113.45,35
25,5,53,6,92.55,27
49,7,4,6,65.6,44
25,0,24,4,49.7,48
59,8,15,3,30.2,78
45,0,24,5,56.35,42
39,0,33,9,107.55,33
48,9,58,1,19.85,46
26,9,72,7,95.9,30
55,4,71,2,23.85,77
20,5,51,10,83.85,53
24,0,14,9,76.1,33
61,9,72,8,74.55,25
53,4,22,3,39.2,25
45,0,2,5,79.55,24
48,0,15,1,19.6,35
40,1,51,1,19.55,40
47,1,70,5,39.15,60
45,1,71,1,20.1,23
35,1,39,8,99.95,43
27,1,61,5,59.8,53
33,0,52,4,49.75,26
27,1,64,10,108.5,22
47,1,62,6,60.15,80
64,1,30,1,19.05,28
27,0,1,3,44.55,45
59,1,15,8,103.45,53
47,1,27,5,80.65,31
31,0,4,8,57.2,26
48,1,72,10,110.75,34
33,0,36,8,76.35,38
24,0,1,1,18.9,69
33,0,71,10,84.4,21
27,4,10,2,24.4,54
55,4,20,1,20.05,24
57,0,4,4,55.5,66
49,0,2,7,100.2,23
30,0,29,1,19.4,35
56,0,13,1,20.4,54
60,4,59,7,94.75,26
41,10,18,3,44.35,44
22,8,17,8,74.55,22
55,10,47,8,73.6,51
51,10,19,3,50.1,76
27,8,2,1,19.85,80
23,0,7,2,24.35,26
49,0,18,1,19.55,28
46,0,71,2,25.05,52
38,8,72,8,103.75,45
35,4,66,7,56.75,46
19,6,24,1,20.8,48
20,2,56,2,24.45,52
27,0,42,6,59.65,80
28,3,72,9,83.3,61
47,0,12,5,79.55,62
24,2,71,2,24.45,72
42,10,26,1,19.2,39
33,0,7,3,29.8,56
41,1,6,3,45.5,51
61,9,51,3,30.05,21
32,1,72,8,65.65,47
56,0,47,9,74.05,75
44,10,16,1,19.7,43
60,0,6,4,49.5,75
19,7,69,6,43.95,73
41,4,64,10,111.15,55
33,0,25,1,20.6,50
43,0,6,1,19.65,27
28,9,66,11,115.8,42
60,0,61,10,88.65,79
25,0,12,1,20.1,32
32,0,34,6,65,55
59,10,41,4,35.45,80
53,9,72,1,19.7,33
53,0,41,1,19.85,40
51,3,23,5,81.85,80
36,4,71,9,109.3,61
40,8,72,2,25.4,46
48,9,6,3,69.8,62
64,2,23,1,20,62
19,0,72,10,109.9,37
19,7,7,4,50.3,42
33,1,9,8,101.5,60
52,0,12,6,89.15,80
43,0,1,1,19.4,25
45,0,20,4,78.8,80
25,0,10,1,19.3,38
32,7,20,7,96.8,26
27,8,20,1,20.65,40
33,1,19,1,19.8,27
53,1,22,9,104.6,68
63,0,35,5,80.05,31
43,0,1,3,45.15,48
43,0,39,4,73.15,62
31,0,56,9,105.35,31
58,0,18,2,45.65,75
30,1,16,5,79.95,65
45,0,68,5,54.45,45
46,1,72,10,84.7,49
52,0,9,4,75.85,70
37,0,30,4,48.8,71
45,0,18,3,35.2,32
63,1,44,7,54.3,64
47,1,30,7,66.3,80
44,0,71,1,20.9,53
32,1,1,4,75.35,70
55,0,22,6,49.45,28
25,0,49,1,19.45,34
33,10,42,7,92.15,33
38,2,7,1,19.85,60
52,10,67,9,100.25,64
24,0,15,8,95.7,23
42,5,67,7,93.15,59
61,3,53,7,69.7,27
38,10,21,1,19.8,47
30,4,40,8,71.35,43
49,8,22,1,20.75,59
25,0,39,5,40.6,58
35,3,2,1,20.35,74
43,3,57,1,19.75,80
49,10,8,4,54.4,62
30,3,7,1,20.45,75
49,0,49,6,66.15,33
47,0,65,7,89.85,77
48,0,55,3,45.05,39
28,10,71,11,86.85,60
62,0,35,7,96.75,37
29,0,17,9,106.65,25
20,5,72,10,110.15,21
30,4,28,6,82.85,75
59,4,18,1,20.1,30
30,0,52,6,59.45,40
53,8,47,5,58.6,33
44,0,23,3,49.7,47
59,10,66,7,65.85,53
22,0,8,4,73.5,61
23,2,71,11,113.65,27
23,3,46,7,65.65,79
25,0,66,7,61.35,67
60,8,42,6,85.9,25
62,0,5,4,75.65,40
25,0,29,8,70.9,29
37,5,27,4,49.85,75
25,1,25,1,20.1,46
36,4,57,9,103.05,22
47,0,13,4,81.9,71
42,0,71,6,66.2,62
57,0,1,1,19.75,38
33,3,50,2,24.95,57
49,0,1,6,89.25,28
32,0,5,1,19.25,27
44,0,66,9,104.55,53
32,4,49,10,87.2,68
32,3,66,2,25.7,43
31,0,11,5,86.2,41
29,0,28,3,30.1,31
31,9,65,8,99.35,80
45,0,62,1,19.2,64
38,9,2,1,20.1,26
57,0,2,1,20.35,40
36,1,55,2,25.65,42
64,0,30,7,94.4,68
58,0,17,5,56.1,56
32,10,16,8,68.25,43
25,0,72,2,24.75,35
48,0,9,4,76.25,62
43,0,1,4,74.35,80
64,0,23,4,54.15,80
28,0,8,1,19.45,20
23,3,19,4,34.95,79
46,0,7,5,53.65,51
24,0,61,9,104,22
32,1,57,7,70.35,32
31,0,15,7,64.85,51
42,0,1,1,19.65,73
39,0,12,3,45.9,60
48,0,54,1,20,41
40,1,4,3,44.8,63
23,1,20,1,20.35,57
51,0,26,6,45.8,45
36,1,53,10,108.95,36
38,0,68,8,64.35,40
64,1,72,11,90.8,46
61,0,12,2,24.95,71
52,1,68,6,84.7,41
25,0,50,7,70.8,34
62,0,1,4,54.3,78
20,1,23,11,91.1,71
49,0,60,1,19.95,74
21,1,72,2,26.45,55
32,0,72,8,75.1,55
54,7,72,9,110.15,70
19,0,51,10,111.5,47
47,2,70,9,106.5,41
28,0,9,1,19.9,31
40,1,59,10,111.1,76
44,0,3,7,70.7,56
52,0,37,6,91.2,44
35,0,37,7,65.6,27
29,4,14,6,59.45,26
58,9,72,10,109.95,59
25,8,72,5,38.5,58
51,0,10,2,24.5,78
38,5,10,1,19.7,69
55,0,1,1,20.6,52
42,0,29,6,58,63
37,0,8,7,65.5,38
48,2,61,2,25.45,41
35,5,72,8,104.45,29
50,8,12,1,21.15,40
22,0,7,7,96.2,38
19,0,9,3,44.4,31
54,2,58,8,94.35,49
37,5,2,1,20.3,38
24,5,40,9,105.75,41
43,0,9,4,81.15,68
62,0,41,6,89.55,66
27,0,26,5,54.75,23
27,1,33,5,53.75,49
56,9,68,9,105.75,39
47,0,55,6,64.2,40
49,0,19,6,87.7,78
42,0,45,7,89.3,32
32,0,70,1,20.15,67
60,10,12,1,20.05,74
20,0,72,9,67.2,25
38,0,12,7,94.55,25
54,10,70,11,114.75,72
30,0,31,4,76.05,63
26,0,33,7,90.65,44
62,0,59,7,68.7,29
33,0,66,6,88.9,27
28,1,37,6,58.75,31
47,9,69,10,86.9,49
36,0,10,4,59.65,20
50,0,13,6,66.4,43
64,6,69,1,20.15,23
52,9,46,6,56.9,44
36,5,56,10,109.6,67
28,0,70,2,25.15,39
47,2,33,8,79.15,73
56,8,72,7,66.75,65
59,0,19,4,48.8,74
48,8,71,9,80.7,24
29,0,1,1,20.55,28
58,0,61,11,115.1,53
44,6,71,8,59.7,63
48,5,68,5,86.45,39
35,0,46,4,33.7,22
29,0,33,5,80.1,54
64,1,53,10,104.05,43
44,0,57,5,41.1,41
48,1,54,1,20.35,79
59,1,10,7,65.5,44
41,0,43,5,40.45,72
42,1,43,9,78.8,24
20,1,1,6,90.1,47
46,0,69,9,82.45,80
64,1,61,1,20.25,55
42,1,43,7,66.25,29
43,1,56,6,89.7,49
21,5,70,9,64.55,30
27,7,49,7,93.65,65
26,1,32,9,73.6,42
45,0,37,5,61.45,77
59,9,69,9,106.4,26
26,7,26,9,81.9,55
61,2,58,9,105.2,59
28,0,24,5,54.6,51
27,1,5,1,20.55,54
24,1,30,1,19.7,38
41,0,55,6,66.05,68
19,1,44,8,54.05,68
55,0,47,6,58.9,40
31,10,64,8,96.9,55
61,0,1,1,19.1,30
38,0,20,4,50,46
23,1,37,5,45.4,33
63,9,30,4,85.45,21
57,0,38,10,84.1,78
22,3,52,9,66.25,23
20,0,71,8,76.9,26
56,0,66,9,74.6,78
45,9,72,11,116.95,78
56,0,25,4,40.65,29
24,7,69,10,114.35,51
54,9,53,8,69.7,22
26,0,26,8,98.65,62
25,0,21,6,61.65,63
38,0,1,6,89.35,38
28,0,48,8,95.4,33
24,4,26,4,35.4,29
39,7,60,1,19.95,72
50,0,18,1,19.25,22
52,0,4,1,20.4,24
52,4,65,2,24.75,39
63,6,70,2,25.35,69
44,0,62,1,20,37
58,9,66,5,59.75,80
23,0,65,9,82.5,26
19,0,34,1,20.35,68
49,8,16,6,90.8,66
54,10,71,9,105.25,31
45,0,18,2,23.75,70
54,0,4,4,61.3,58
28,1,58,8,75.8,62
33,10,56,8,98,25
24,8,56,6,52,55
58,0,4,6,64.4,61
34,0,10,3,45.8,80
52,0,4,3,30.5,29
63,1,51,2,69.15,55
29,0,6,6,49.25,52
45,7,63,5,39.35,24
22,4,48,9,105.1,42
44,0,35,1,20.1,72
58,0,2,1,19.75,67
63,0,50,1,19.75,71
43,0,33,2,70.4,29
59,0,31,1,20.45,35
22,9,9,1,20.35,70
40,7,54,10,86.2,45
27,0,46,7,95.65,54
35,0,34,9,103.8,78
28,7,71,8,97.2,43
62,6,63,6,63.55,48
56,0,51,2,24.95,77
35,7,64,8,99,68
54,0,15,7,94,77
40,0,18,4,50.3,65
35,3,57,7,95,70
20,3,14,6,61.4,22
23,10,70,11,114.3,24
33,0,38,1,20.05,62
38,4,68,7,62.65,59
27,0,30,7,100.45,32
39,10,51,8,75.2,59
30,0,31,6,84.75,35
